Review_8,Capacity,Noise_Level,Review_1,Review_3,Review_2,Review_5,Review_4,Review_7,Review_6,ASIN,Offer_Price,Brand,Part_Number,No_of_Reviews,Energy_Efficiency,Item_name,MRP,Control_Console,Model,Best_Sellers_Rank_Category_AC,Best_Sellers_Rank_Category_home_kitchen,Color,Wattage,Installation_Type,Average_Rating,Voltage,Item_href
,1.5 tons,43 dB,,,,,,,,B01INHAPJ2," 28,200.00",Samsung,,,2 Star Rating,"Samsung AR18JC2UFUQ Split AC (1.5 Ton, 2 Star Rating, Blue Strip, Copper): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,Blue Strip,,Split,,,http://www.amazon.in/Samsung-AR18JC2UFUQ-Split-Rating-Copper/dp/B01INHAPJ2/ref=sr_1_399?ie=UTF8&qid=1485032595&s=kitchen&sr=1-399
,1.5 tons,44 dB,,,,,,,,B01INHAQ2I," 38,600.00",Samsung,,,3 Star Rating,"Samsung AR18JC3JBMV Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1560 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18JC3JBMV-Split-Rating-White/dp/B01INHAQ2I/ref=sr_1_398_m?ie=UTF8&qid=1485032595&s=kitchen&sr=1-398
,1.5 tons,44 dB,,,,,,,,B01INHAQ2I," 38,600.00",Samsung,,,3 Star Rating,"Samsung AR18JC3JBMV Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1560 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18JC3JBMV-Split-Rating-White/dp/B01INHAQ2I/ref=sr_1_398?ie=UTF8&qid=1485032595&s=kitchen&sr=1-398
,1.5 tons,44 dB,"PLEASE DO NOT buy any Samsung products ( online or from store) because Samsung- won't honor the warranty and consumer rights,- would ask for unwarranted charges,- won't provide any service and- makes you suffer by not responding to any of your calls or emails.It is pure mental agony and waste of time with this company's products for which we pay our hard-earned money.PS: If there was a way to rate it with '0' stars, that's what the company deserves.","Best ac now a days but reliability is very less on online shopping for ac's. I've got this ac from local at 34.5k with extra guddies like free stabilizer,installation,stand...","Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,Good,,,B01INHAQ9G," 37,700.00",Samsung,,4 reviews,3 Star Rating,"Samsung AR18JC3HATP Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1560 Watts,Split,1.8 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18JC3HATP-Split-Rating-Aluminium/dp/B01INHAQ9G/ref=sr_1_397_m?ie=UTF8&qid=1485032595&s=kitchen&sr=1-397
,1.5 tons,44 dB,"PLEASE DO NOT buy any Samsung products ( online or from store) because Samsung- won't honor the warranty and consumer rights,- would ask for unwarranted charges,- won't provide any service and- makes you suffer by not responding to any of your calls or emails.It is pure mental agony and waste of time with this company's products for which we pay our hard-earned money.PS: If there was a way to rate it with '0' stars, that's what the company deserves.","Best ac now a days but reliability is very less on online shopping for ac's. I've got this ac from local at 34.5k with extra guddies like free stabilizer,installation,stand...","Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,Good,,,B01INHAQ9G," 37,700.00",Samsung,,4 reviews,3 Star Rating,"Samsung AR18JC3HATP Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1560 Watts,Split,1.8 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18JC3HATP-Split-Rating-Aluminium/dp/B01INHAQ9G/ref=sr_1_397?ie=UTF8&qid=1485032595&s=kitchen&sr=1-397
,1.5 tons,44 dB,,,,,,,,B01INHAQFK," 38,200.00",Samsung,,,3 Star Rating,"Samsung AR18JC3ESLW Split AC (1.5 Ton, 3 Star Rating, Maroon, Aluminium): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,Maroon,1560 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18JC3ESLW-Rating-Maroon-Aluminium/dp/B01INHAQFK/ref=sr_1_396_m?ie=UTF8&qid=1485032595&s=kitchen&sr=1-396
,1.5 tons,44 dB,,,,,,,,B01INHAQFK," 38,200.00",Samsung,,,3 Star Rating,"Samsung AR18JC3ESLW Split AC (1.5 Ton, 3 Star Rating, Maroon, Aluminium): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,Maroon,1560 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18JC3ESLW-Rating-Maroon-Aluminium/dp/B01INHAQFK/ref=sr_1_396?ie=UTF8&qid=1485032595&s=kitchen&sr=1-396
,1.5 tons,,,,,,,,,B01INHAUS8," 43,100.00",Samsung,,,5 Star Rating,"Samsung AR18JC5ECLZ Split AC (1.5 Ton, 5 Star Rating, New Blue): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,New Blue,,Split,,,http://www.amazon.in/Samsung-AR18JC5ECLZ-Split-Star-Rating/dp/B01INHAUS8/ref=sr_1_395_m?ie=UTF8&qid=1485032595&s=kitchen&sr=1-395
,1.5 tons,,,,,,,,,B01INHAUS8," 43,100.00",Samsung,,,5 Star Rating,"Samsung AR18JC5ECLZ Split AC (1.5 Ton, 5 Star Rating, New Blue): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,New Blue,,Split,,,http://www.amazon.in/Samsung-AR18JC5ECLZ-Split-Star-Rating/dp/B01INHAUS8/ref=sr_1_395?ie=UTF8&qid=1485032595&s=kitchen&sr=1-395
,1.5 tons,44 dB,"Very good ac, less noise. Loving the cool mode. Must have.",,Jabardast,,,,,B01INHAV3W," 45,000.00",Samsung,,2 reviews,5 Star Rating,"Samsung AR18JC5HATP Split AC (1.5 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen","45,200.00",Remote Control,Brand Fulfilled,#648,"#6,20,576",White,1495 Watts,Split,5.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18JC5HATP-Split-Rating-Aluminium/dp/B01INHAV3W/ref=sr_1_394_m?ie=UTF8&qid=1485032595&s=kitchen&sr=1-394
,1.5 tons,44 dB,"Very good ac, less noise. Loving the cool mode. Must have.",,Jabardast,,,,,B01INHAV3W," 45,000.00",Samsung,,2 reviews,5 Star Rating,"Samsung AR18JC5HATP Split AC (1.5 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen","45,200.00",Remote Control,Brand Fulfilled,#648,"#6,20,576",White,1495 Watts,Split,5.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18JC5HATP-Split-Rating-Aluminium/dp/B01INHAV3W/ref=sr_1_394?ie=UTF8&qid=1485032595&s=kitchen&sr=1-394
,1.5 tons,44 dB,,,,,,,,B01INHAV8W," 45,900.00",Samsung,,,5 Star Rating,"Samsung AR18JC5ESLZ Split AC (1.5 Ton, 5 Star Rating, Blue): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,Blue,1495 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18JC5ESLZ-Split-Star-Rating/dp/B01INHAV8W/ref=sr_1_393_m?ie=UTF8&qid=1485032595&s=kitchen&sr=1-393
,1.5 tons,44 dB,,,,,,,,B01INHAV8W," 45,900.00",Samsung,,,5 Star Rating,"Samsung AR18JC5ESLZ Split AC (1.5 Ton, 5 Star Rating, Blue): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,Blue,1495 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18JC5ESLZ-Split-Star-Rating/dp/B01INHAV8W/ref=sr_1_393?ie=UTF8&qid=1485032595&s=kitchen&sr=1-393
,1.5 tons,43 dB,,,,,,,,B01INHAVB4," 33,306.00",Samsung,,,3 Star Rating,"Samsung AR18JC3UFUQ Split AC (1.5 Ton, 3 Star Rating, Blue Strip, Copper): Amazon.in: Home & Kitchen","38,400.00",Remote Control,Brand Fulfilled,,,Blue Strip,,Split,,,http://www.amazon.in/Samsung-AR18JC3UFUQ-Split-Rating-Copper/dp/B01INHAVB4/ref=sr_1_392_m?ie=UTF8&qid=1485032595&s=kitchen&sr=1-392
,1.5 tons,43 dB,,,,,,,,B01INHAVB4," 33,306.00",Samsung,,,3 Star Rating,"Samsung AR18JC3UFUQ Split AC (1.5 Ton, 3 Star Rating, Blue Strip, Copper): Amazon.in: Home & Kitchen","38,400.00",Remote Control,Brand Fulfilled,,,Blue Strip,,Split,,,http://www.amazon.in/Samsung-AR18JC3UFUQ-Split-Rating-Copper/dp/B01INHAVB4/ref=sr_1_392?ie=UTF8&qid=1485032595&s=kitchen&sr=1-392
,1.5 tons,,,,,,,,,B01INHAZTM," 45,200.00",Samsung,,,5 Star Rating,"Samsung AR18JC5HCTP Split AC (1.5 Ton, 5 Star Rating, Lily Grey): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,Lily Grey,,Split,,,http://www.amazon.in/Samsung-AR18JC5HCTP-Split-Star-Rating/dp/B01INHAZTM/ref=sr_1_391_m?ie=UTF8&qid=1485032595&s=kitchen&sr=1-391
,1.5 tons,,,,,,,,,B01INHAZTM," 45,200.00",Samsung,,,5 Star Rating,"Samsung AR18JC5HCTP Split AC (1.5 Ton, 5 Star Rating, Lily Grey): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,Lily Grey,,Split,,,http://www.amazon.in/Samsung-AR18JC5HCTP-Split-Star-Rating/dp/B01INHAZTM/ref=sr_1_391?ie=UTF8&qid=1485032595&s=kitchen&sr=1-391
,1.5 tons,43 dB,,,,,,,,B01INHAZYC," 41,000.00",Samsung,,,5 Star Rating,"Samsung AR18JC5JCMV Split AC (1.5 Ton, 5 Star Rating, Morning Glory Violet): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,Morning Glory Violet,,Split,,,http://www.amazon.in/Samsung-AR18JC5JCMV-Rating-Morning-Violet/dp/B01INHAZYC/ref=sr_1_389_m?ie=UTF8&qid=1485032595&s=kitchen&sr=1-389
,1.5 tons,43 dB,,,,,,,,B01INHAZYC," 41,000.00",Samsung,,,5 Star Rating,"Samsung AR18JC5JCMV Split AC (1.5 Ton, 5 Star Rating, Morning Glory Violet): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,Morning Glory Violet,,Split,,,http://www.amazon.in/Samsung-AR18JC5JCMV-Rating-Morning-Violet/dp/B01INHAZYC/ref=sr_1_389?ie=UTF8&qid=1485032595&s=kitchen&sr=1-389
,1.5 tons,44 dB,,,,,,,,B01INHB0OG," 41,000.00",Samsung,,,5 Star Rating,"Samsung AR18JC5JAMV Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1495 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18JC5JAMV-Split-Rating-White/dp/B01INHB0OG/ref=sr_1_388_m?ie=UTF8&qid=1485032595&s=kitchen&sr=1-388
,1.5 tons,44 dB,,,,,,,,B01INHB0OG," 41,000.00",Samsung,,,5 Star Rating,"Samsung AR18JC5JAMV Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1495 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18JC5JAMV-Split-Rating-White/dp/B01INHB0OG/ref=sr_1_388?ie=UTF8&qid=1485032595&s=kitchen&sr=1-388
,1.5 tons,,,,,,,,,B01INHB438," 42,400.00",Samsung,,,5 Star Rating,"Samsung AR18JC5TCUR Split AC (1.5 Ton, 5 Star Rating, Sanganeri): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,Sanganeri,,Split,,,http://www.amazon.in/Samsung-AR18JC5TCUR-Split-Rating-Sanganeri/dp/B01INHB438/ref=sr_1_387_m?ie=UTF8&qid=1485032595&s=kitchen&sr=1-387
,1.5 tons,,,,,,,,,B01INHB438," 42,400.00",Samsung,,,5 Star Rating,"Samsung AR18JC5TCUR Split AC (1.5 Ton, 5 Star Rating, Sanganeri): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,Sanganeri,,Split,,,http://www.amazon.in/Samsung-AR18JC5TCUR-Split-Rating-Sanganeri/dp/B01INHB438/ref=sr_1_387?ie=UTF8&qid=1485032595&s=kitchen&sr=1-387
,1.5 tons,41 dB,"Reduced 2 stars for minor manufacturing/design defect and service guys skill level and unprofessional.After 6 months of usage, the throw drastically reduced and water drips from indoor unit, the service guy opened and found the fan drum and drain tray completely chocked with dust and he clean it. But this is not normal, so I suspected the issue must be with the filter and found that it doesn't seal properly and he acknowledge that, but he said this should be informed within 1 month of purchase for warranty.Illogical Policy: The unit causes trouble after few months of usage which leads to the finding of filter issue, how do I know this in advance within 1 month to claim warranty.My Service Experience: The service guy struggled 2 hours to disassemble, but cleaned easily and struggled to assemble and gave up, he called for help and another guy came, he handled bit harsh on the plastics, but he succeeded assembling it and but unit doesn't power up. he again disassembled and started complaining about a connector which is loose, the other guy said the unit is under warranty, he stopped complaining and fixed it. I said the connector must be damaged while disassembling, might cause issues later, but he refused. Finally after they left I saw a decorative screw cap damaged.Service guys are using their customers unit to get trained.",Best ac Samsung is good brand,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,B01INHB53W," 61,700.00",Samsung,,3 reviews,5 Star Rating,"Samsung AR18JV5DAWK Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1310 Watts,Split,3.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18JV5DAWK-Split-Rating-White/dp/B01INHB53W/ref=sr_1_386_m?ie=UTF8&qid=1485032595&s=kitchen&sr=1-386
,1.5 tons,41 dB,"Reduced 2 stars for minor manufacturing/design defect and service guys skill level and unprofessional.After 6 months of usage, the throw drastically reduced and water drips from indoor unit, the service guy opened and found the fan drum and drain tray completely chocked with dust and he clean it. But this is not normal, so I suspected the issue must be with the filter and found that it doesn't seal properly and he acknowledge that, but he said this should be informed within 1 month of purchase for warranty.Illogical Policy: The unit causes trouble after few months of usage which leads to the finding of filter issue, how do I know this in advance within 1 month to claim warranty.My Service Experience: The service guy struggled 2 hours to disassemble, but cleaned easily and struggled to assemble and gave up, he called for help and another guy came, he handled bit harsh on the plastics, but he succeeded assembling it and but unit doesn't power up. he again disassembled and started complaining about a connector which is loose, the other guy said the unit is under warranty, he stopped complaining and fixed it. I said the connector must be damaged while disassembling, might cause issues later, but he refused. Finally after they left I saw a decorative screw cap damaged.Service guys are using their customers unit to get trained.",Best ac Samsung is good brand,"Samsung AC purchased in Jan 2014, only used in summer, regularly serviced, still not working now and compressor and condensor both not working. Very bad products.",,,,,B01INHB53W," 61,700.00",Samsung,,3 reviews,5 Star Rating,"Samsung AR18JV5DAWK Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1310 Watts,Split,3.0 out of 5 stars,230 Volts,http://www.amazon.in/Samsung-AR18JV5DAWK-Split-Rating-White/dp/B01INHB53W/ref=sr_1_386?ie=UTF8&qid=1485032595&s=kitchen&sr=1-386
,1.5 tons,,,,,,,,,B01INHB9RE," 30,940.00",Samsung,,,2 Star Rating,"Samsung AR18KC2JAMC Split AC (1.5 Ton, 2 Star Rating, Blue Cosmo Strip): Amazon.in: Home & Kitchen","47,100.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR18KC2JAMC-Split-Rating-Cosmo/dp/B01INHB9RE/ref=sr_1_385_m?ie=UTF8&qid=1485032595&s=kitchen&sr=1-385
,1.5 tons,,,,,,,,,B01INHB9RE," 30,940.00",Samsung,,,2 Star Rating,"Samsung AR18KC2JAMC Split AC (1.5 Ton, 2 Star Rating, Blue Cosmo Strip): Amazon.in: Home & Kitchen","47,100.00",Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR18KC2JAMC-Split-Rating-Cosmo/dp/B01INHB9RE/ref=sr_1_385?ie=UTF8&qid=1485032595&s=kitchen&sr=1-385
,1.5 tons,43 dB,,,,,,,,B01INHB9W4," 31,941.00",Samsung,,,2 Star Rating,"Samsung AR18KC2HATR Split AC (1.5 Ton, 2 Star Rating, Grey, Aluminium): Amazon.in: Home & Kitchen","36,900.00",Remote Control,Brand Fulfilled,,,Grey,,Split,,,http://www.amazon.in/Samsung-AR18KC2HATR-Split-Rating-Aluminium/dp/B01INHB9W4/ref=sr_1_384/253-1017582-7885560?ie=UTF8&qid=1485032593&s=kitchen&sr=1-384
,1.5 tons,,,,,,,,,B01INHBA00," 33,700.00",Samsung,,,2 Star Rating,"Samsung AR18KC2USMC Split AC (1.5 Ton, 2 Star Rating, Blue Cosmo Strip): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR18KC2USMC-Split-Rating-Cosmo/dp/B01INHBA00/ref=sr_1_383_m/253-1017582-7885560?ie=UTF8&qid=1485032593&s=kitchen&sr=1-383
,1.5 tons,,,,,,,,,B01INHBA00," 33,700.00",Samsung,,,2 Star Rating,"Samsung AR18KC2USMC Split AC (1.5 Ton, 2 Star Rating, Blue Cosmo Strip): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,Blue Cosmo Strip,,Split,,,http://www.amazon.in/Samsung-AR18KC2USMC-Split-Rating-Cosmo/dp/B01INHBA00/ref=sr_1_383/253-1017582-7885560?ie=UTF8&qid=1485032593&s=kitchen&sr=1-383
,1.5 tons,45 dB,,,,,,,,B01INHBAMS," 51,000.00",Samsung,,,5 Star Rating,"Samsung AR18JV5HBTQ Split AC (1.5 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,Brand Fulfilled,,,White,1520 Watts,Split,,230 Volts,http://www.amazon.in/Samsung-AR18JV5HBTQ-Split-Rating-White/dp/B01INHBAMS/ref=sr_1_382_m/253-1017582-7885560?ie=UTF8&qid=1485032593&s=kitchen&sr=1-382
